Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/9_phone""), phone)",Chrome 121.0.0.0,,,12-02-2024 09:28:32,12-02-2024 09:28:34,1.465s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/10_country""), country, true)",Chrome 121.0.0.0,,,12-02-2024 09:28:34,12-02-2024 09:28:46,12.418s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/11_city""), city)",Chrome 121.0.0.0,,,12-02-2024 09:28:46,12-02-2024 09:28:47,1.143s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/12_address""), address)",Chrome 121.0.0.0,,,12-02-2024 09:28:47,12-02-2024 09:28:49,1.868s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/13_state""), state)",Chrome 121.0.0.0,,,12-02-2024 09:28:49,12-02-2024 09:28:51,1.472s,PASSED
"setText(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/14_poscal_code""), poscal_code)",Chrome 121.0.0.0,,,12-02-2024 09:28:51,12-02-2024 09:28:52,1.246s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/15_check_exclusive_offers""))",Chrome 121.0.0.0,,,12-02-2024 09:28:52,12-02-2024 09:28:53,0.733s,PASSED
"click(findTestObject(""Object Repository/6_user/Page_Advantage Shopping/16_Register""))",Chrome 121.0.0.0,,,12-02-2024 09:28:53,12-02-2024 09:28:53,0.599s,PASSED
Video,Chrome 121.0.0.0,,,12-02-2024 09:28:56,12-02-2024 09:28:56,0.000s,PASSED
,,,,,,,
Test Cases/6_user/1_registrasi,Chrome 121.0.0.0,,,12-02-2024 09:28:56,12-02-2024 09:29:49,52.785s,PASSED
ruslan.initial.openBrowser(),Chrome 121.0.0.0,,,12-02-2024 09:28:56,12-02-2024 09:29:06,10.308s,PASSED
